id,customer_segments_pca
44017769,0
44044378,3
44150179,4
44211714,3
44232824,3
44262522,4
44269137,3
44319774,4
44334732,0
44334738,0
44358738,1
44405789,4
44445217,1
44449975,0
44517461,0
44523982,4
44554461,0
44557104,3
44580564,3
44630520,1
44641083,1
44663602,3
44666414,1
44685217,0
44694897,1
44744535,3
44846026,3
44907949,1
44947762,3
44995671,1
45024626,3
45029249,1
45053808,4
45055315,3
45076608,3
45076801,1
45091567,0
45100059,2
45103109,1
45104116,1
45104125,0
45127411,1
45150350,0
45164203,1
45176650,4
45192693,3
45254034,3
45254327,3
45257295,1
45299383,1
45302234,3
45316300,0
45347406,3
45353425,1
45380361,2
45381198,3
45381345,3
45381417,3
45381500,3
45381568,3
45383315,1
45383634,1
45400123,4
45400129,4
45400783,0
45402923,1
45410867,4
45411532,1
45441817,1
45452847,0
45505166,1
45532578,0
45548336,1
45563234,3
45564300,3
45564340,3
45564390,3
45564429,3
45564487,3
45564520,3
45564549,3
45577294,4
45581133,4
45584495,1
45597610,1
45618078,0
45619311,3
45637754,1
45644999,1
45653210,1
45691285,1
45702292,1
45710801,1
45724176,0
45734227,3
45741274,0
45768649,1
45771015,3
45774339,4
45780717,3
45782271,1
45782775,3
45783182,3
45785332,3
45804782,1
45817397,1
45829216,1
45830309,1
45850391,1
45859702,4
45863602,4
45877458,0
45881671,1
45883547,2
45897230,3
45908426,3
45918521,3
45928225,1
45935645,4
45986668,1
45987327,3
45996447,4
46006673,3
46020513,1
46047848,3
46053330,1
46053516,0
46071432,3
46081645,0
46087425,1
46102095,3
46121557,1
46140661,4
46155726,3
46156052,1
46156938,3
46157277,1
46174482,1
46201703,3
46216453,3
46218195,4
46261989,1
46264706,0
46281674,1
46294297,0
46294949,1
46319395,0
46328168,4
46330517,3
46331439,3
46375501,0
46382399,3
46403380,1
46432724,4
46464523,1
46467387,1
46486696,3
46487173,1
46491602,3
46512020,3
46578817,1
46580161,3
46580380,1
46586352,3
46587645,4
46588766,0
46594098,3
46604824,1
46637126,3
46673718,1
46674514,1
46676127,1
46677383,3
46678122,4
46693568,2
46694552,0
46708428,1
46709807,1
46746974,0
46760458,1
46798345,4
46799502,3
46816242,0
46847951,0
46851581,4
46919273,0
46923175,1
46925783,0
46925796,4
46943238,0
47058767,1
47075662,4
47096870,1
47103538,0
47112219,3
47116912,3
47121867,1
47136536,3
47142758,3
47160988,1
47175839,3
47218335,1
47224119,3
47274278,1
47274444,3
47274761,3
47287150,0
47325308,0
47334228,3
47370604,4
47372674,1
47385446,0
47398248,3
47403661,1
47483977,3
47488949,3
47490075,1
47546636,1
47549407,3
47714136,1
47766269,3
47788214,0
47798574,1
47803110,3
47835109,3
47835541,0
47902062,1
47921405,3
47978729,3
47990999,3
47991940,0
48026459,0
48054424,4
48059130,1
48068713,3
48068900,1
48091721,0
48124356,4
48125065,3
48125158,0
48125457,1
48137466,3
48147877,4
48154659,3
48155348,1
48157823,3
48158100,3
48160097,3
48166414,3
48195495,1
48195558,0
48199049,0
48199440,0
48232961,1
48242413,4
48246236,1
48267562,3
48281268,0
48286393,4
48296152,0
48303875,1
48314563,1
48317365,0
48317465,1
48327627,4
48329565,3
48332832,0
48344344,4
48349586,3
48398931,0
48405300,0
48416934,3
48420311,1
48422979,3
48423750,4
48429847,3
48429941,3
48430010,3
48430071,3
48441425,0
48445627,0
48483208,3
48483252,4
48484023,3
48484116,3
48485288,3
48485537,3
48487133,3
48487513,3
48487722,3
48489565,3
48490532,1
48511210,4
48541100,1
48543014,0
48545204,3
48560151,4
48563034,0
48569515,1
48570268,1
48584192,1
48587367,3
48592028,1
48622893,3
48638328,3
48640199,1
48641099,0
48657615,1
48699093,3
48741460,3
48751862,4
48751945,1
48753137,1
48755295,1
48756909,4
48759182,4
48759204,3
48764824,4
48766620,4
48766778,4
48766983,4
48789628,3
48802625,3
48809162,4
48828474,1
48831162,1
48877553,3
48940395,4
48951727,1
48962412,0
48972854,0
48991939,1
49000338,0
49001770,1
49019081,1
49036910,3
49043638,1
49061547,0
49062065,3
49071410,3
49080149,0
49081838,3
49092392,3
49093300,1
49095997,0
49113893,4
49131664,3
49139097,1
49158338,0
49175200,4
49193699,3
49203947,3
49216309,1
49241225,0
49245967,4
49258781,1
49259902,3
49274692,1
49275173,1
49278547,3
49288412,1
49338530,4
49339517,3
49341698,1
49347404,1
49359644,1
49363090,3
49383317,3
49395938,2
49398819,1
49420237,1
49420270,4
49425633,3
49431022,1
49435569,3
49438146,1
49438522,1
49449621,0
49461149,3
49464629,1
49467949,3
49470100,1
49481837,3
49485161,1
49495806,1
49503889,4
49515513,0
49518796,0
49567682,4
49568088,3
49584204,1
49585347,1
49585896,1
49593927,3
49611259,3
49611828,1
49629467,1
49630898,4
49639715,0
49641472,0
49684824,0
49690385,3
49703319,3
49704371,1
49704743,3
49752413,3
49770172,3
49776755,1
49781085,3
49800855,3
49808006,1
49809657,4
49834277,3
49837322,3
49885591,0
49888399,3
49910578,4
49947653,0
49959925,4
49988236,2
50000393,1
50014203,3
50046036,0
50046842,0
50047706,0
50048133,3
50053026,4
50070631,1
50112897,0
50115953,4
50117611,1
50119630,0
50131635,4
50155822,4
50177701,1
50178225,1
50178292,1
50178319,1
50180135,1
50208825,4
50209185,3
50210563,3
50225821,3
50231415,4
50247390,1
50269689,3
50270167,4
50271561,1
50286858,4
50291676,0
50307598,4
50308078,1
50308768,4
50312049,4
50329886,0
50348223,0
50348691,1
50365353,0
50397093,0
50397256,1
50399352,3
50399362,3
50399374,3
50399387,0
50404537,3
50417342,0
50421563,4
50442341,3
50447028,1
50462328,4
50485705,1
50489726,3
50491365,4
50492252,0
50498614,3
50504919,1
50505919,4
50525720,1
50578114,3
50589007,1
50593240,3
50613509,1
50613848,4
50640938,1
50658464,3
50703028,1
50704726,4
50705203,4
50718962,1
50722235,1
50738544,3
50741421,1
50768373,1
50770834,1
50777879,1
50782268,4
50792018,1
50795094,3
50798471,0
50806363,1
50808701,0
50834140,3
50838877,3
50846508,3
50848389,0
50851260,4
50870156,3
50875523,3
50894565,1
50895274,0
50911112,3
50920229,3
50937152,3
50937554,1
50951888,1
50980030,3
50986392,2
50990044,3
50993604,3
50995773,4
50999755,1
51001286,1
51002125,4
51017425,1
51021837,3
51025889,3
51034202,2
51063231,3
51068540,0
51068542,0
51069201,3
51086395,4
51087546,3
51087796,4
51129956,0
51135669,3
51148381,0
51148430,1
51165511,0
51168803,1
51178297,4
51190054,4
51207150,1
51247029,3
51259946,0
51262150,0
51262523,2
51264684,3
51266336,3
51280785,3
51288205,3
51290375,1
51299834,3
51322079,3
51363929,3
51392048,0
51410999,4
51412825,3
51413209,0
51434193,3
51459875,2
51461481,3
51465296,4
51467665,1
51472566,1
51494175,3
51516533,1
51522660,1
51534579,3
51540258,3
51542352,3
51544238,1
51544729,4
51565610,0
51572201,2
51574411,4
51584800,1
51598114,1
51603081,1
51624561,1
51631073,1
51633253,3
51678417,3
51685389,1
51694421,1
51724885,1
51731391,3
51744912,0
51749731,3
51751657,1
51760260,1
51784708,4
51786350,1
51798175,4
51802409,1
51806978,4
51817726,0
51819773,1
51851545,1
51864252,0
51865380,0
51873952,3
51884978,3
51884980,3
51891750,3
51917708,1
51924448,0
51943262,1
51944871,3
51957585,0
51961354,3
52001830,4
52006485,4
52011644,0
52024924,1
52031079,4
52032289,1
52048342,3
52053171,0
52053793,1
52057956,2
52058508,1
52063321,4
52089689,4
52107247,4
52111005,3
52128500,1
52129891,3
52133238,3
52145236,1
52147153,2
52152353,1
52152914,1
52168281,1
52173401,3
52174712,1
52178143,1
52188116,0
52207601,1
52216877,1
52225414,0
52226487,1
52243414,4
52255110,3
52256239,1
52260750,1
52265329,1
52279384,0
52280486,1
52299356,1
52309336,1
52323197,3
52324879,2
52334492,1
52384065,0
52384251,3
52390305,3
52391079,3
52392721,1
52408164,1
52411229,0
52411239,3
52418280,0
52429527,4
52451542,4
52465387,4
52467149,4
52487027,1
52495939,3
52513044,3
52515096,0
52516437,1
52516911,3
52521241,4
52529425,0
52534355,0
52536193,1
52549885,4
52555675,3
52583616,1
52586350,0
52599205,0
52605973,3
52606007,3
52606178,3
52615741,1
52618067,0
52620414,1
52630403,1
52633698,0
52634654,0
52654951,1
52667063,4
52668441,4
52671258,1
52673312,1
52674413,0
52682123,1
52691429,3
52691430,3
52691431,3
52691434,3
52691435,3
52702841,0
52728671,3
52729916,3
52740554,1
52752760,3
52755928,3
52757089,3
52777556,3
52787514,4
52809137,1
52822945,3
52825677,1
52826846,4
52828018,4
52829250,2
52836426,3
52839360,3
52839861,3
52842456,1
52845989,1
52876246,1
52879958,0
52895141,1
52896162,3
52951187,0
52954830,1
52956494,4
52964225,0
52969120,0
52981523,1
52985151,1
52991744,1
53003310,1
53009654,0
53032494,4
53059477,3
53060785,3
53063448,3
53067885,1
53072505,3
53075011,3
53093961,1
53096483,1
53097024,1
53106044,4
53106433,4
53106832,0
53111867,1
53114846,1
53127292,3
53129581,4
53130803,1
53130877,3
53132938,1
53133007,0
53142774,1
53146594,4
53147227,4
53148735,3
53160239,3
53160327,1
53163599,3
53164589,3
53165300,4
53165619,2
53165641,1
53173547,1
53182925,1
53183026,1
53189149,3
53202315,3
53218995,3
53237424,1
53252450,3
53253527,3
53254417,0
53258444,1
53263729,0
53269921,2
53280033,4
53280062,1
53289053,1
53289258,1
53298884,1
53306087,1
53322660,1
53330147,1
53344976,1
53346679,0
53350965,1
53362941,1
53363136,3
53363249,1
53363372,1
53375432,2
53377742,3
53381699,3
53409026,1
53421039,0
53426493,1
53433799,4
53456569,4
53463079,3
53487602,1
53497209,1
53516287,4
53517019,0
53519919,1
53527132,4
53527137,4
53568101,3
53571639,3
53571991,0
53575580,0
53576564,4
53582262,1
53584071,0
53593729,0
53603625,1
53606384,3
53609416,3
53611862,3
53612722,4
53613288,1
53613425,1
53627918,1
53645841,1
53646172,3
53676526,4
53683856,4
53696407,1
53701902,3
53708736,0
53742651,1
53767435,1
53768069,1
53773521,3
53781753,1
53784972,3
53785532,0
53785875,0
53810969,1
53812424,1
53817866,4
53817950,1
53824175,3
53827543,3
53831744,4
53842501,3
53842913,1
53848854,0
53865541,0
53892390,3
53916777,3
53922775,1
53929495,1
53931871,1
53935772,1
53937747,1
53938883,0
53940266,3
53943242,3
53953636,1
53957001,3
53988693,1
54002792,1
54012146,1
54016983,3
54022484,4
54034531,3
54036805,0
54037401,3
54051364,4
54065011,2
54069740,2
54069744,3
54069751,3
54074087,1
54084456,3
54097577,3
54127352,3
54132444,4
54147120,3
54149860,0
54150043,1
54151314,0
54160936,0
54177174,3
54182103,1
54215330,1
54215482,1
54224915,4
54225809,4
54229389,1
54246992,1
54248070,1
54249297,1
54265630,1
54271401,3
54278082,0
54281614,1
54290077,2
54291062,2
54303176,3
54306154,3
54306900,0
54314831,0
54329346,1
54330212,1
54338197,1
54358071,1
54369328,1
54379927,3
54380776,3
54384804,1
54396026,4
54399426,1
54405670,4
54406519,4
501297017168528683,2
509713996333684900,4
527738007291860697,4
531972915739109315,3
535408542916708813,3
539127064753450225,4
541942200988311954,0
543007539562751227,0
543468867977844863,3
544086558555191267,1
545886761331841901,3
547238810115659663,3
547264547576858319,3
547814949324630528,3
547965961681084556,0
548548463407010447,1
548597456629617355,0
548643210640747998,3
549142219131560237,1
549448088278264926,4
550669843704965094,0
551457161411330486,1
552281971491561394,4
552376829407353367,4
553502483066863987,4
553532554603765088,1
553557808200266637,3
553739913000641009,3
555869412927149795,1
556464354355179978,3
556464390900551837,3
556765560749622764,3
556792193727921135,3
557507849481116011,0
557765583817696400,3
558074810138603466,1
558407867059150770,3
558744370607617830,0
558968421485912825,1
559332301520094101,1
560078319961572813,1
560538599849356611,4
560765550230730863,1
561673635986015954,1
561895084577009325,1
562307322453748198,1
562352620285798308,1
562379558712348229,0
562599350834776315,1
563621985341196585,4
564362480802108478,1
564680788327331321,4
564687906867621362,3
565234057498984267,4
565252220506201966,3
565308712436973994,1
565855730119111767,3
565858721350759558,1
566073347822548809,4
566589369043747700,3
567181824298296088,1
567314998036615384,1
567959255638025184,1
568000965634309040,1
568021791940988395,0
568660510882576034,1
568912279442732222,3
570176696779473961,4
571183113868593924,3
571771679878052782,0
572475661289375318,3
572570815117117849,1
573031364413598602,2
573144478768793548,1
573149267543126358,1
573226119814512033,1
573236457370250024,1
573957907219362327,1
574097486844914864,2
574116012029042015,1
574647260876853318,1
574657486488106618,1
574677733062069621,3
574721250179804430,0
575525324114025396,1
576168470545302879,4
576603685442599676,3
576786037188315854,0
576799513934830936,4
576825443205125305,0
576892331880268520,4
577005359193933726,1
577043781539457337,0
577394220408103117,4
577639242920947818,3
577780541674517701,1
578215217238433321,0
578331975169686295,1
578348850799741478,3
578830238648617388,1
579454702718787285,2
580441669325336107,3
580503336125537660,4
581188565781070404,1
581486416321170787,4
582051387451998801,1
582490458805355101,0
582540693820908764,4
583312910457550959,4
583370129581635406,0
583869366454190736,4
583914098103252902,4
583925721074840838,1
584018743080915301,4
584670413489115480,3
584717194416438644,1
585663717353656813,1
586058239346422067,3
587531626488507740,0
587561524332789726,1
587682427839897362,4
587796561288493806,1
587808951447246790,1
587934727581388859,3
588171852187290539,3
588634781703696729,3
589115729430666014,3
589255279875253718,0
589594692202179704,0
589650079884466199,1
590661434692057830,4
591231806489869157,0
591406740178340738,3
591651623979937203,1
592557490695469451,3
592752028077964023,3
592808215543180039,1
592811635791521125,4
592925432206817099,1
593242044276912418,1
593608822130176062,3
593623379589574139,0
593717046504175455,4
593938590246060625,3
594394334440299518,3
594443858455085496,3
594817584968244898,1
594831145132800898,1
594886648809335941,1
595421077659357578,4
